sleep_duration,stress_level,heart_rate,physical_activity,caffeine,alcohol,exercise_freq,age,gender,bmi,daily_steps,sleep_disorder,bedtime_hour,rem_pct,deep_pct,awakenings,quality,source
6.23,7.3,67.0,71.3,31.6,0.9,0.0,23.0,0.0,,,,20.37,0.1348,0.2618,2.0,0.4223,synthetic
8.45,2.2,87.0,59.8,340.4,2.66,2.0,53.0,1.0,,,,21.41,0.0895,0.1161,5.0,0.5986,synthetic
8.89,2.2,64.0,80.5,137.2,3.47,4.0,59.0,0.0,,,,23.76,0.0579,0.1225,6.0,0.6311,synthetic
6.11,4.0,62.0,75.4,162.5,2.57,5.0,51.0,0.0,,,,20.44,0.082,0.2119,9.0,0.4065,synthetic
7.36,3.9,81.0,12.0,135.9,1.78,6.0,22.0,1.0,,,,22.97,0.107,0.1047,2.0,0.5139,synthetic
5.89,1.4,75.0,86.1,364.6,0.26,2.0,47.0,1.0,,,,23.37,0.0799,0.1688,0.0,0.5364,synthetic
4.77,5.8,71.0,80.3,52.3,3.93,4.0,71.0,1.0,,,,2.45,0.151,0.1313,3.0,0.4041,synthetic
8.19,5.9,68.0,28.9,229.7,2.49,4.0,59.0,1.0,,,,22.21,0.05,0.0816,7.0,0.5063,synthetic
5.36,6.6,69.0,1.8,59.2,2.69,7.0,25.0,0.0,,,,21.18,0.1449,0.0793,6.0,0.2464,synthetic
6.63,3.6,83.0,54.4,371.4,2.34,0.0,72.0,0.0,,,,20.05,0.0789,0.2292,3.0,0.5044,synthetic
6.94,4.4,56.0,39.5,319.2,1.33,0.0,72.0,1.0,,,,20.85,0.1464,0.1512,1.0,0.4992,synthetic
5.42,4.4,52.0,67.5,93.5,1.38,4.0,27.0,1.0,,,,1.26,0.1859,0.1531,5.0,0.5444,synthetic
4.97,7.9,50.0,47.2,119.1,0.32,0.0,63.0,0.0,,,,23.11,0.1214,0.1994,2.0,0.2593,synthetic
6.24,1.0,70.0,6.9,152.6,3.54,1.0,41.0,0.0,,,,21.39,0.1257,0.1153,6.0,0.4749,synthetic
9.26,2.6,83.0,22.0,162.2,1.36,4.0,51.0,1.0,,,,2.53,0.1666,0.1748,4.0,0.7948,synthetic
7.58,4.5,77.0,79.4,326.9,1.49,2.0,43.0,1.0,,,,1.51,0.175,0.1138,5.0,0.6539,synthetic
6.41,2.3,90.0,3.4,225.8,4.97,2.0,62.0,0.0,,,,20.8,0.09,0.1106,3.0,0.3888,synthetic
4.69,4.0,74.0,66.3,171.2,1.93,2.0,74.0,0.0,,,,21.88,0.0646,0.1323,4.0,0.2725,synthetic
7.5,4.2,70.0,26.3,287.8,2.55,5.0,63.0,1.0,,,,1.95,0.115,0.123,5.0,0.5831,synthetic
4.96,3.2,73.0,40.7,183.1,1.93,2.0,71.0,0.0,,,,0.85,0.1444,0.0836,1.0,0.5864,synthetic
7.21,4.6,85.0,47.8,51.3,1.45,6.0,71.0,0.0,,,,2.62,0.1363,0.1425,4.0,0.5819,synthetic
8.26,5.8,51.0,22.5,43.0,0.03,1.0,23.0,0.0,,,,20.53,0.1288,0.1958,2.0,0.5767,synthetic
6.62,4.0,69.0,58.7,130.4,4.27,0.0,32.0,1.0,,,,1.43,0.1658,0.174,2.0,0.6607,synthetic
6.0,3.6,66.0,62.4,241.1,2.37,1.0,59.0,0.0,,,,20.53,0.1167,0.1218,5.0,0.4651,synthetic
4.74,4.2,88.0,7.7,53.9,3.6,7.0,51.0,0.0,,,,22.36,0.0768,0.1359,6.0,0.2993,synthetic
4.62,4.5,57.0,33.7,220.1,4.79,2.0,20.0,0.0,,,,1.25,0.1186,0.2076,2.0,0.4748,synthetic
6.65,1.0,51.0,67.0,107.8,0.01,0.0,23.0,1.0,,,,0.98,0.2244,0.2237,4.0,0.7689,synthetic
8.92,5.4,75.0,64.9,278.2,3.38,2.0,47.0,0.0,,,,20.01,0.1437,0.0968,2.0,0.6473,synthetic
5.72,3.6,75.0,49.0,11.3,0.59,5.0,53.0,0.0,,,,21.41,0.1173,0.2463,1.0,0.4943,synthetic
7.37,7.0,63.0,70.0,187.6,2.29,2.0,27.0,0.0,,,,1.45,0.1889,0.2254,4.0,0.6261,synthetic
7.92,5.7,72.0,9.7,20.9,4.23,3.0,27.0,1.0,,,,20.88,0.0632,0.1404,5.0,0.5407,synthetic
4.8,6.8,74.0,10.6,132.2,0.36,0.0,25.0,1.0,,,,22.28,0.1701,0.2413,2.0,0.3307,synthetic
5.27,2.5,64.0,59.2,6.2,4.95,5.0,50.0,1.0,,,,21.29,0.107,0.0767,3.0,0.4292,synthetic
6.16,3.8,67.0,62.4,187.6,2.9,1.0,18.0,0.0,,,,20.78,0.0801,0.1399,2.0,0.4699,synthetic
7.85,2.0,56.0,73.3,306.8,1.97,0.0,50.0,1.0,,,,1.86,0.1688,0.1601,2.0,0.7975,synthetic
6.7,3.1,81.0,16.3,40.1,0.1,5.0,45.0,0.0,,,,20.43,0.1353,0.2067,1.0,0.5398,synthetic
8.17,7.0,66.0,46.5,294.1,2.93,7.0,44.0,1.0,,,,23.75,0.0548,0.1213,2.0,0.4281,synthetic
8.84,7.5,76.0,59.5,233.7,2.47,4.0,56.0,0.0,,,,0.85,0.1999,0.1805,5.0,0.6623,synthetic
8.29,2.2,67.0,20.1,201.8,1.08,7.0,47.0,1.0,,,,20.4,0.1557,0.1546,5.0,0.6721,synthetic
9.46,3.6,56.0,46.5,239.8,2.45,3.0,59.0,1.0,,,,0.43,0.1708,0.1079,5.0,0.8407,synthetic
8.27,4.3,78.0,57.5,134.4,0.06,4.0,61.0,0.0,,,,22.34,0.098,0.1221,2.0,0.6028,synthetic
8.76,5.7,67.0,19.3,284.1,5.0,2.0,70.0,1.0,,,,1.83,0.097,0.0649,2.0,0.655,synthetic
8.66,1.0,57.0,33.8,311.9,1.66,4.0,63.0,0.0,,,,1.58,0.2133,0.02,1.0,0.8574,synthetic
8.15,1.3,87.0,19.5,311.3,2.4,7.0,47.0,0.0,,,,1.56,0.1549,0.141,5.0,0.8121,synthetic
8.51,5.5,86.0,81.3,107.8,3.92,5.0,46.0,0.0,,,,22.79,0.05,0.1135,2.0,0.5172,synthetic
9.17,1.0,79.0,21.3,261.6,3.56,0.0,31.0,1.0,,,,1.76,0.1488,0.1329,4.0,0.8468,synthetic
6.88,3.6,73.0,10.9,59.2,4.44,4.0,52.0,0.0,,,,0.41,0.1817,0.0788,3.0,0.5954,synthetic
7.69,4.8,75.0,3.2,198.2,4.71,3.0,25.0,1.0,,,,22.65,0.1092,0.1141,2.0,0.4808,synthetic
7.07,5.3,64.0,4.0,1.1,0.95,4.0,71.0,1.0,,,,20.56,0.0606,0.1322,2.0,0.4582,synthetic
8.76,4.2,61.0,17.2,77.4,1.95,4.0,66.0,1.0,,,,20.47,0.0535,0.1222,3.0,0.61,synthetic
6.66,3.8,74.0,54.7,252.7,3.43,4.0,24.0,1.0,,,,21.76,0.0564,0.2464,3.0,0.5089,synthetic
8.6,6.2,80.0,1.6,349.7,0.23,6.0,62.0,0.0,,,,22.1,0.1169,0.0975,1.0,0.5477,synthetic
8.5,5.1,70.0,25.8,19.6,3.58,6.0,24.0,1.0,,,,2.49,0.1439,0.2106,3.0,0.7699,synthetic
9.31,3.2,86.0,5.2,223.4,0.02,7.0,59.0,0.0,,,,3.0,0.1937,0.1182,1.0,0.8719,synthetic
5.74,4.6,66.0,36.3,254.7,4.57,4.0,22.0,1.0,,,,21.01,0.1557,0.1456,3.0,0.4156,synthetic
8.05,5.3,65.0,4.4,373.0,3.59,2.0,45.0,0.0,,,,2.6,0.1804,0.0702,3.0,0.6601,synthetic
8.28,7.9,67.0,54.7,262.1,2.83,1.0,55.0,1.0,,,,0.95,0.1874,0.1386,1.0,0.6192,synthetic
9.18,6.1,78.0,62.0,41.2,2.14,6.0,59.0,1.0,,,,23.49,0.05,0.1868,10.0,0.5171,synthetic
9.03,6.9,51.0,65.8,58.7,4.94,7.0,41.0,1.0,,,,2.68,0.1796,0.1176,4.0,0.7036,synthetic
7.37,3.3,64.0,20.2,254.3,3.68,0.0,70.0,0.0,,,,1.0,0.1814,0.0249,5.0,0.6334,synthetic
7.4,3.5,80.0,78.2,86.2,4.04,1.0,62.0,1.0,,,,0.16,0.2011,0.1312,2.0,0.6534,synthetic
5.34,4.0,72.0,62.1,371.3,4.13,5.0,29.0,0.0,,,,21.47,0.05,0.2389,1.0,0.3954,synthetic
9.37,4.2,62.0,5.1,368.3,0.11,1.0,56.0,0.0,,,,21.71,0.1457,0.181,3.0,0.6604,synthetic
5.78,2.5,76.0,39.7,379.5,0.27,0.0,59.0,0.0,,,,2.38,0.2233,0.1805,5.0,0.6795,synthetic
8.12,7.0,86.0,69.1,117.2,0.99,7.0,37.0,1.0,,,,21.51,0.1341,0.2571,1.0,0.5898,synthetic
8.48,6.3,70.0,28.0,286.8,3.28,0.0,60.0,1.0,,,,20.23,0.05,0.1513,3.0,0.5201,synthetic
6.71,3.9,80.0,34.3,265.2,3.12,1.0,69.0,1.0,,,,21.86,0.0877,0.1092,4.0,0.4435,synthetic
5.56,5.8,58.0,56.7,14.2,1.63,7.0,64.0,0.0,,,,23.36,0.05,0.1863,10.0,0.3177,synthetic
5.44,4.9,69.0,5.0,106.2,4.86,0.0,61.0,0.0,,,,22.67,0.05,0.1254,4.0,0.2926,synthetic
8.78,5.9,62.0,87.0,82.7,0.47,6.0,54.0,1.0,,,,2.55,0.2407,0.1511,2.0,0.7245,synthetic
7.05,1.8,90.0,15.7,148.3,3.88,4.0,33.0,0.0,,,,22.93,0.05,0.161,7.0,0.4945,synthetic
4.95,4.2,59.0,2.4,381.2,2.4,4.0,63.0,0.0,,,,2.22,0.2123,0.03,4.0,0.4912,synthetic
8.09,4.4,88.0,0.5,338.2,2.09,6.0,38.0,1.0,,,,0.16,0.1679,0.02,5.0,0.7143,synthetic
5.75,5.7,66.0,36.0,117.4,0.13,0.0,48.0,0.0,,,,23.67,0.05,0.1213,0.0,0.359,synthetic
8.88,3.2,70.0,79.6,212.0,3.64,0.0,35.0,1.0,,,,21.12,0.069,0.2054,3.0,0.6124,synthetic
6.05,1.0,71.0,73.8,76.9,3.86,1.0,35.0,1.0,,,,21.9,0.0969,0.1774,4.0,0.4736,synthetic
5.5,2.3,60.0,82.1,111.0,1.59,3.0,26.0,1.0,,,,2.07,0.1603,0.2696,1.0,0.6794,synthetic
4.92,4.4,60.0,48.0,26.0,2.58,7.0,72.0,1.0,,,,1.46,0.0942,0.1733,5.0,0.4525,synthetic
7.06,4.6,65.0,40.4,257.0,3.03,0.0,26.0,1.0,,,,23.13,0.0526,0.1365,9.0,0.4141,synthetic
6.75,7.9,80.0,34.7,262.8,1.84,3.0,22.0,1.0,,,,2.36,0.1515,0.1577,6.0,0.5065,synthetic
8.26,5.7,78.0,4.2,335.4,3.08,3.0,71.0,0.0,,,,1.73,0.1608,0.02,4.0,0.6581,synthetic
6.82,4.7,90.0,81.9,348.6,2.17,1.0,49.0,0.0,,,,20.78,0.1337,0.1479,3.0,0.5072,synthetic
6.22,4.4,54.0,44.7,64.0,4.39,2.0,42.0,0.0,,,,0.24,0.1468,0.1528,4.0,0.5883,synthetic
5.81,6.7,80.0,41.0,297.2,3.59,1.0,60.0,1.0,,,,1.59,0.1349,0.1173,5.0,0.512,synthetic
5.89,3.3,58.0,46.4,53.9,0.55,1.0,39.0,1.0,,,,1.66,0.2595,0.2249,1.0,0.708,synthetic
9.14,4.2,70.0,71.5,149.5,4.0,4.0,25.0,0.0,,,,20.64,0.05,0.2048,2.0,0.5662,synthetic
5.33,2.3,58.0,20.2,206.2,1.69,7.0,59.0,1.0,,,,21.57,0.0996,0.1429,1.0,0.4842,synthetic
9.44,7.3,87.0,63.9,19.8,4.68,3.0,28.0,0.0,,,,22.89,0.0788,0.1074,5.0,0.4871,synthetic
6.13,5.3,70.0,64.0,62.7,3.02,5.0,49.0,1.0,,,,21.76,0.0708,0.1823,4.0,0.3525,synthetic
4.94,3.1,69.0,76.5,108.4,0.14,5.0,72.0,1.0,,,,20.76,0.0817,0.2333,2.0,0.4017,synthetic
5.74,4.3,62.0,0.8,51.0,3.67,6.0,71.0,1.0,,,,0.4,0.1219,0.0859,3.0,0.5464,synthetic
4.79,5.5,68.0,15.3,373.6,0.65,6.0,38.0,0.0,,,,23.55,0.1439,0.1149,3.0,0.3647,synthetic
8.45,4.0,54.0,42.4,115.3,4.39,7.0,62.0,0.0,,,,21.08,0.05,0.1013,3.0,0.486,synthetic
7.06,3.4,77.0,76.5,200.5,4.74,6.0,52.0,1.0,,,,0.1,0.1641,0.0834,3.0,0.6702,synthetic
6.18,3.2,73.0,86.9,398.6,3.48,7.0,45.0,1.0,,,,20.43,0.123,0.1853,4.0,0.5215,synthetic
7.81,5.2,54.0,53.5,226.7,2.66,7.0,25.0,1.0,,,,22.68,0.0649,0.2859,2.0,0.5748,synthetic
7.65,3.8,54.0,19.1,164.6,3.01,5.0,39.0,0.0,,,,1.55,0.1723,0.1815,2.0,0.6107,synthetic
9.2,3.6,62.0,16.6,371.9,2.14,3.0,55.0,0.0,,,,2.23,0.165,0.1319,3.0,0.8723,synthetic
9.31,1.8,69.0,57.5,89.0,0.42,2.0,74.0,0.0,,,,21.72,0.0765,0.1496,2.0,0.7282,synthetic
7.9,4.7,59.0,18.9,71.8,4.64,4.0,18.0,1.0,,,,2.02,0.073,0.1671,4.0,0.5863,synthetic
8.59,4.1,55.0,49.8,214.1,1.65,6.0,58.0,0.0,,,,2.24,0.2265,0.1428,1.0,0.7644,synthetic
8.46,3.9,54.0,75.1,170.9,1.56,6.0,66.0,0.0,,,,0.25,0.1758,0.186,4.0,0.7778,synthetic
6.96,4.9,62.0,35.1,318.8,0.96,4.0,72.0,0.0,,,,2.88,0.2572,0.2035,4.0,0.6298,synthetic
8.02,6.0,75.0,34.1,16.8,4.96,0.0,42.0,1.0,,,,21.72,0.05,0.1114,3.0,0.4455,synthetic
4.89,5.9,77.0,3.3,247.1,4.71,2.0,24.0,1.0,,,,20.48,0.059,0.0732,2.0,0.2903,synthetic
8.29,5.6,61.0,22.9,284.3,1.75,4.0,33.0,1.0,,,,1.9,0.1858,0.0952,4.0,0.7092,synthetic
9.31,4.0,68.0,62.8,388.8,1.3,3.0,66.0,0.0,,,,23.44,0.05,0.1301,3.0,0.5832,synthetic
4.92,3.4,75.0,32.4,58.3,4.03,3.0,68.0,0.0,,,,22.43,0.05,0.1405,3.0,0.3175,synthetic
8.68,2.4,64.0,14.2,98.5,2.11,2.0,54.0,0.0,,,,20.39,0.0858,0.1386,3.0,0.6823,synthetic
9.16,3.3,89.0,9.5,373.0,4.84,0.0,24.0,0.0,,,,20.45,0.0674,0.0853,6.0,0.5822,synthetic
5.63,4.5,78.0,8.6,252.3,4.51,3.0,24.0,1.0,,,,20.64,0.0535,0.1486,7.0,0.3108,synthetic
7.12,2.9,73.0,59.3,15.2,3.8,3.0,45.0,1.0,,,,21.29,0.05,0.1503,2.0,0.5034,synthetic
9.14,4.7,70.0,55.1,30.9,0.45,6.0,51.0,1.0,,,,2.79,0.2112,0.1693,3.0,0.7699,synthetic
9.3,2.6,70.0,46.7,314.2,3.51,0.0,19.0,0.0,,,,21.97,0.0753,0.1897,4.0,0.6396,synthetic
5.14,1.2,62.0,45.0,227.0,4.94,3.0,57.0,0.0,,,,1.72,0.1356,0.0809,3.0,0.5315,synthetic
6.25,6.1,53.0,13.8,226.2,1.87,6.0,49.0,1.0,,,,20.14,0.0743,0.1629,2.0,0.4208,synthetic
7.99,3.6,84.0,45.1,351.9,4.41,2.0,18.0,0.0,,,,22.25,0.0815,0.1233,5.0,0.5498,synthetic
5.61,2.8,86.0,5.4,96.4,2.04,2.0,23.0,0.0,,,,2.34,0.2306,0.1473,1.0,0.6088,synthetic
6.12,2.3,89.0,83.3,64.2,4.86,0.0,43.0,0.0,,,,21.3,0.103,0.1808,3.0,0.4446,synthetic
4.62,5.3,66.0,5.2,245.5,3.27,4.0,59.0,0.0,,,,21.99,0.1139,0.1104,4.0,0.2802,synthetic
5.27,7.2,88.0,38.1,353.0,0.48,6.0,65.0,1.0,,,,1.79,0.2554,0.2404,1.0,0.4656,synthetic
7.31,3.7,78.0,0.1,106.1,2.4,3.0,42.0,1.0,,,,20.85,0.1308,0.1816,2.0,0.5738,synthetic
7.77,4.1,67.0,70.8,272.5,0.25,3.0,34.0,0.0,,,,20.37,0.1005,0.2091,1.0,0.577,synthetic
7.74,6.6,87.0,15.0,61.0,1.98,5.0,73.0,1.0,,,,2.76,0.1709,0.123,2.0,0.5909,synthetic
8.39,1.0,89.0,83.2,68.8,4.58,3.0,44.0,0.0,,,,22.83,0.0598,0.1361,3.0,0.602,synthetic
6.58,8.4,71.0,4.0,360.6,1.16,3.0,35.0,0.0,,,,0.61,0.2102,0.1358,3.0,0.5642,synthetic
5.87,9.4,81.0,73.9,47.2,4.75,6.0,43.0,0.0,,,,20.89,0.088,0.1336,8.0,0.217,synthetic
4.58,1.0,81.0,59.1,9.7,0.5,2.0,18.0,1.0,,,,21.54,0.1037,0.2912,6.0,0.5087,synthetic
5.53,4.3,74.0,22.5,310.0,3.32,6.0,35.0,1.0,,,,23.22,0.078,0.1726,2.0,0.3904,synthetic
6.06,3.1,67.0,18.2,145.0,4.83,2.0,47.0,1.0,,,,0.73,0.1888,0.0464,8.0,0.6075,synthetic
5.39,4.0,55.0,32.2,158.7,3.27,4.0,70.0,0.0,,,,22.05,0.0505,0.1309,4.0,0.3282,synthetic
4.6,3.7,90.0,74.6,319.9,4.5,2.0,60.0,0.0,,,,2.19,0.1856,0.1847,3.0,0.4687,synthetic
5.29,6.1,53.0,77.6,72.0,4.96,5.0,62.0,1.0,,,,1.47,0.0985,0.1711,4.0,0.4235,synthetic
7.83,4.3,55.0,15.8,260.1,3.21,3.0,49.0,0.0,,,,23.86,0.05,0.1316,3.0,0.4845,synthetic
7.65,2.7,65.0,31.8,125.4,3.91,1.0,24.0,0.0,,,,23.21,0.1238,0.1406,7.0,0.4624,synthetic
9.18,4.2,66.0,21.4,41.7,0.16,5.0,40.0,1.0,,,,0.34,0.2534,0.1682,2.0,0.875,synthetic
8.49,5.5,61.0,11.0,275.0,2.14,7.0,74.0,1.0,,,,1.12,0.2014,0.1178,3.0,0.6905,synthetic
7.34,2.1,53.0,58.2,127.5,1.44,0.0,20.0,0.0,,,,20.94,0.05,0.2314,2.0,0.5763,synthetic
5.19,1.2,86.0,31.1,346.6,4.12,4.0,68.0,0.0,,,,1.97,0.0894,0.0747,2.0,0.578,synthetic
7.32,8.5,71.0,20.3,367.6,3.39,5.0,57.0,1.0,,,,23.43,0.0891,0.1293,6.0,0.3447,synthetic
4.81,3.2,89.0,77.9,339.6,3.07,5.0,34.0,0.0,,,,2.55,0.1308,0.2173,2.0,0.5854,synthetic
6.65,4.2,85.0,67.3,128.9,4.66,1.0,62.0,0.0,,,,2.69,0.1645,0.1406,4.0,0.5734,synthetic
6.45,3.7,70.0,69.6,94.6,0.44,0.0,65.0,0.0,,,,20.22,0.0986,0.2587,2.0,0.4885,synthetic
6.64,5.6,66.0,3.5,357.1,4.77,4.0,20.0,0.0,,,,22.69,0.05,0.1331,3.0,0.405,synthetic
5.9,8.0,60.0,82.4,181.2,0.5,5.0,24.0,1.0,,,,23.68,0.1258,0.2205,4.0,0.3212,synthetic
7.93,5.7,90.0,51.7,283.1,1.74,2.0,55.0,1.0,,,,23.78,0.0603,0.0796,1.0,0.5128,synthetic
8.7,1.5,74.0,45.3,330.9,3.15,2.0,74.0,1.0,,,,1.76,0.1009,0.0739,4.0,0.8152,synthetic
8.34,1.7,84.0,1.0,111.1,1.71,4.0,19.0,0.0,,,,20.99,0.1736,0.1314,4.0,0.6197,synthetic
7.64,3.7,89.0,80.8,47.6,3.41,3.0,55.0,0.0,,,,0.36,0.12,0.0804,3.0,0.6654,synthetic
7.19,4.0,59.0,49.0,249.9,3.88,3.0,25.0,1.0,,,,2.6,0.0839,0.0827,2.0,0.6303,synthetic
4.66,1.1,87.0,74.3,236.1,4.14,5.0,55.0,0.0,,,,2.98,0.2044,0.1653,4.0,0.5564,synthetic
8.11,6.1,82.0,59.0,108.1,0.9,7.0,53.0,1.0,,,,20.07,0.0743,0.2155,3.0,0.5741,synthetic
7.22,2.3,68.0,71.7,233.9,0.91,6.0,23.0,1.0,,,,2.81,0.2284,0.2064,2.0,0.7091,synthetic
5.85,7.5,88.0,62.4,316.1,0.26,0.0,56.0,0.0,,,,20.86,0.084,0.2358,1.0,0.3846,synthetic
6.14,8.1,74.0,82.9,140.0,2.45,2.0,69.0,1.0,,,,23.76,0.0587,0.1917,5.0,0.249,synthetic
9.18,4.0,66.0,20.3,96.9,0.69,0.0,67.0,1.0,,,,21.72,0.0721,0.2008,3.0,0.6742,synthetic
7.62,5.4,56.0,18.2,290.0,1.59,6.0,19.0,0.0,,,,0.24,0.2657,0.1955,10.0,0.6874,synthetic
6.88,2.0,79.0,64.1,314.3,4.2,5.0,32.0,1.0,,,,20.26,0.05,0.1338,4.0,0.5257,synthetic
7.6,5.7,81.0,45.1,381.7,4.74,1.0,31.0,0.0,,,,21.67,0.0814,0.1414,3.0,0.4819,synthetic
6.57,3.5,58.0,53.9,59.0,4.11,6.0,43.0,1.0,,,,22.1,0.052,0.1032,2.0,0.4173,synthetic
6.85,2.3,65.0,63.8,355.7,0.0,4.0,26.0,1.0,,,,2.41,0.1817,0.2291,2.0,0.8007,synthetic
5.95,3.9,52.0,49.3,306.0,2.84,0.0,66.0,0.0,,,,0.09,0.1469,0.2098,4.0,0.5402,synthetic
6.7,3.6,72.0,70.9,280.8,0.83,1.0,62.0,1.0,,,,0.96,0.1667,0.1943,4.0,0.6843,synthetic
7.93,3.8,74.0,28.7,125.2,1.88,6.0,64.0,0.0,,,,0.73,0.2703,0.024,4.0,0.7129,synthetic
4.7,6.4,84.0,77.3,8.9,2.14,2.0,29.0,1.0,,,,22.75,0.0714,0.2398,9.0,0.2649,synthetic
8.48,2.9,51.0,9.7,203.0,4.71,4.0,18.0,1.0,,,,20.1,0.1001,0.1383,4.0,0.6303,synthetic
5.91,8.0,55.0,57.1,114.3,3.17,7.0,69.0,1.0,,,,20.75,0.0561,0.1842,4.0,0.3062,synthetic
7.91,1.8,51.0,80.1,115.9,1.34,2.0,34.0,1.0,,,,23.21,0.1533,0.1234,5.0,0.6061,synthetic
7.71,7.7,88.0,22.7,370.9,3.21,0.0,55.0,0.0,,,,2.59,0.1264,0.134,9.0,0.5387,synthetic
7.76,2.5,71.0,29.4,61.2,4.76,0.0,69.0,1.0,,,,21.74,0.0642,0.0586,3.0,0.5175,synthetic
7.54,4.5,60.0,27.5,373.7,0.3,7.0,20.0,0.0,,,,0.89,0.203,0.231,3.0,0.7205,synthetic
9.3,3.5,51.0,50.8,201.5,4.08,4.0,18.0,1.0,,,,1.79,0.1167,0.1571,7.0,0.7828,synthetic
7.04,3.8,54.0,37.2,335.3,1.08,2.0,18.0,0.0,,,,2.35,0.1869,0.2756,1.0,0.7456,synthetic
8.16,6.1,79.0,9.7,113.4,0.77,0.0,26.0,1.0,,,,22.05,0.0744,0.1684,1.0,0.5591,synthetic
8.03,7.5,69.0,80.2,253.6,4.49,5.0,20.0,0.0,,,,2.52,0.1763,0.191,3.0,0.6063,synthetic
5.68,6.9,79.0,18.4,222.6,0.01,0.0,64.0,1.0,,,,0.26,0.1568,0.0768,2.0,0.4831,synthetic
5.92,3.7,61.0,48.1,369.7,3.71,0.0,52.0,0.0,,,,23.56,0.05,0.0431,6.0,0.3822,synthetic
6.62,4.9,68.0,53.5,71.7,0.44,4.0,73.0,1.0,,,,1.45,0.2136,0.2297,2.0,0.5791,synthetic
5.89,2.9,75.0,3.7,81.8,3.09,5.0,63.0,0.0,,,,21.67,0.0846,0.1278,6.0,0.3723,synthetic
6.33,2.5,58.0,8.6,379.6,3.1,4.0,72.0,0.0,,,,1.69,0.2077,0.1031,4.0,0.6336,synthetic
6.45,2.2,62.0,87.5,39.2,4.31,7.0,31.0,0.0,,,,0.55,0.1745,0.1716,5.0,0.6773,synthetic
7.52,3.6,56.0,59.8,253.9,4.11,2.0,34.0,0.0,,,,1.6,0.1714,0.0668,5.0,0.6638,synthetic
5.6,5.0,78.0,3.0,24.2,3.43,4.0,66.0,1.0,,,,1.99,0.1033,0.02,3.0,0.4877,synthetic
8.52,1.0,73.0,71.5,30.8,1.9,2.0,31.0,0.0,,,,0.32,0.2176,0.2062,4.0,0.867,synthetic
6.69,4.4,68.0,45.8,238.9,0.83,2.0,21.0,0.0,,,,20.26,0.0504,0.203,2.0,0.5234,synthetic
8.03,7.5,73.0,6.8,220.5,3.18,1.0,56.0,0.0,,,,22.08,0.05,0.1882,3.0,0.4404,synthetic
4.91,6.7,57.0,61.3,229.2,2.48,6.0,63.0,0.0,,,,2.15,0.1828,0.2283,2.0,0.4076,synthetic
6.85,3.3,83.0,44.9,189.5,0.39,5.0,73.0,1.0,,,,0.39,0.2201,0.1722,2.0,0.6981,synthetic
4.64,1.7,80.0,18.4,296.9,4.78,5.0,70.0,1.0,,,,2.23,0.1435,0.0497,3.0,0.5616,synthetic
7.88,5.4,57.0,79.0,396.9,1.57,1.0,24.0,0.0,,,,22.69,0.077,0.2138,1.0,0.5089,synthetic
6.22,1.0,85.0,26.2,110.3,0.01,0.0,62.0,1.0,,,,23.53,0.05,0.1849,3.0,0.5084,synthetic
9.25,6.7,66.0,25.6,129.4,4.51,6.0,66.0,1.0,,,,2.04,0.0853,0.1099,5.0,0.6315,synthetic
6.12,4.1,69.0,24.5,129.2,2.89,5.0,57.0,1.0,,,,1.33,0.1714,0.0999,3.0,0.6691,synthetic
7.32,8.2,71.0,69.1,305.3,3.67,0.0,64.0,1.0,,,,22.64,0.05,0.0585,5.0,0.29,synthetic
5.79,1.0,82.0,63.6,139.2,0.76,5.0,65.0,1.0,,,,20.16,0.0934,0.1772,8.0,0.4763,synthetic
7.6,6.3,57.0,81.3,270.7,2.02,7.0,43.0,0.0,,,,2.16,0.1592,0.1104,2.0,0.6271,synthetic
6.84,4.3,61.0,20.6,178.4,3.23,6.0,20.0,1.0,,,,1.5,0.1825,0.2403,5.0,0.595,synthetic
6.35,3.8,87.0,70.8,243.1,1.25,2.0,44.0,0.0,,,,23.14,0.1619,0.3162,2.0,0.453,synthetic
5.52,1.8,88.0,51.6,331.6,3.51,2.0,29.0,0.0,,,,23.82,0.05,0.1869,8.0,0.4258,synthetic
5.06,5.7,82.0,27.8,205.6,1.17,6.0,24.0,1.0,,,,21.43,0.0833,0.1229,0.0,0.4012,synthetic
5.1,5.9,57.0,3.2,190.1,1.05,3.0,25.0,0.0,,,,22.88,0.0842,0.1537,1.0,0.3334,synthetic
9.5,8.1,74.0,73.7,106.8,0.06,5.0,57.0,1.0,,,,21.14,0.0773,0.1539,0.0,0.651,synthetic
6.56,6.5,68.0,21.7,206.4,1.41,7.0,46.0,1.0,,,,21.47,0.0838,0.1341,1.0,0.3604,synthetic
4.51,3.3,53.0,56.9,105.0,1.23,3.0,48.0,1.0,,,,1.92,0.218,0.2349,2.0,0.5215,synthetic
9.26,2.5,53.0,49.4,337.4,3.82,4.0,60.0,0.0,,,,22.54,0.05,0.0929,5.0,0.6069,synthetic
4.6,1.8,84.0,0.4,155.5,2.85,3.0,49.0,0.0,,,,1.7,0.2123,0.1862,6.0,0.5595,synthetic
6.59,7.4,54.0,89.5,51.6,0.89,4.0,53.0,0.0,,,,23.32,0.1265,0.2312,4.0,0.3683,synthetic
8.09,2.9,61.0,73.3,96.0,2.84,0.0,22.0,1.0,,,,20.5,0.05,0.2078,2.0,0.5998,synthetic
